,id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,Ga_0,Ga_1,Ga_2,Ga_3,Ga_4,Ga_5,Al_0,Al_1,Al_2,Al_3,Al_4,Al_5,O_0,O_1,O_2,O_3,O_4,O_5,In_0,In_1,In_2,In_3,In_4,In_5
52,53,206,80.0,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0908,0.9961,-2.1303244324756823,3.011923462649072,6.145038046007627,-0.558639244085877,-4.014713613531944,-2.453284218563192,-4.625217198735904,-0.8731982007459999,-2.9093510224243273,1.0166588329982598,7.53456822116023,-0.14346063225226013,-8.248025125035703,-13.671608462129687,-7.716432120623433,13.97851126907746,15.964457245659139,-0.30690280694776806,11.992016221752472,-4.1009283300345905,-10.26054218913446,-6.5984992660778214,-1.73147403261801,10.699427596112416
53,54,194,80.0,0.4062,0.125,0.4688,6.5988,6.5984,24.3959,90.0152,90.0081,119.9925,0.385,1.2886,-7.824989097898543,3.36362599599691,-8.591104668330626,-3.2605786172436773,16.416093766229174,-0.10304737875323573,-12.6962522032286,3.9437459774482453,-14.339140940920254,-3.7871487856262203,27.035393144148856,-0.15659719182202556,-29.480922525713403,-10.07649427806434,-27.754695788069007,10.281156586097115,57.235618313782425,-0.2046623080327772,-15.527231810532085,-5.357491458759309,-12.378827618040086,5.776198070757034,27.90605942857217,-0.41870661199771714
54,55,227,40.0,0.4375,0.5625,0.0,10.0463,5.7672,14.2585,94.2984,93.5832,30.1116,0.1185,2.3298,-1.654618861851349,6.98508798279209,-11.549418276598113,-4.192910352429006,13.20403713844946,-2.7921776303630876,-3.851701695676881,4.982979710938159,11.294229545398492,-0.9549685409157901,-7.44252784972161,-4.028011170022371,-0.05518185826939,16.14848858822245,-18.347190703364816,-8.110616302212975,18.402372561634213,-8.037872286009478,0,0,0,0,0,0
55,56,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0467,3.7759,-5.165565829496107,2.157794797714465,-6.034673333381675,-2.0489833575086687,11.200239162877777,-0.108811440205798,-6.710925616855514,-1.666599224893309,-4.327994074125394,1.9250370558588015,11.038919690980906,-0.25843783096549167,-11.996282856200265,-4.378349852099834,-6.489278194144354,5.3437852173323135,18.48556105034462,-0.9654353652324753,0,0,0,0,0,0
56,57,33,40.0,0.4375,0.0,0.5625,5.3319,9.097999999999999,9.7263,90.0029,89.9996,90.0005,0.2358,1.7358,0.0,0.0,0.0,0.0,0.0,0.0,-1.9487168159799808,3.722768423723036,-6.797593343903968,-2.561461392687473,8.746310159883954,-1.1613070310355613,-2.2398931886045834,9.656922649294586,11.532470970592039,-3.2704475459983713,-9.292577781987458,-6.386475103296212,6.049014986314193,-0.22868678582744173,-2.8133558604506557,5.027861383201173,-3.2356591258635383,-4.799174597373729
57,58,33,80.0,0.125,0.8125,0.0625,10.2554,8.8031,9.4214,89.9979,90.0016,90.0016,0.0728,2.1497,-8.712595593710715,-7.849749616367509,-3.628712729888091,10.348632205582112,12.341308323598804,-2.4988825892146016,-1.2788388690367944,0.6071017928079819,4.419018848033884,-0.14948985345420898,-3.1401799789970903,-0.45761193935377087,-9.661702371085736,-12.509515516832646,17.29145781283011,-1.019961242750106,-7.629755441744377,13.529476759582751,-2.183797999471201,2.229815897015375,4.7918658853468825,-0.12784489247845188,-2.6080678858756836,-2.1019710045369213
58,59,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0617,3.7029,-4.553050718751797,2.2280322290798926,-4.854182440883546,-2.180987026773085,9.407233159635343,-0.04704520230680829,-7.075131113408578,-1.8674047407211347,-5.5423495453428515,2.025023150944518,12.617480658751433,-0.1576184102233831,-11.997776585718531,-4.387144077545693,-6.488891582841679,5.354820976674844,18.486668168560207,-0.9676768991291537,0,0,0,0,0,0
59,60,206,80.0,0.6562,0.3438,0.0,9.1287,9.1282,9.1282,90.0038,90.0042,89.9969,0.095,3.8226,9.003178030279951,-0.33247633834968565,-4.826017868171758,-6.75363880164267,-4.177160162108197,7.086115139992356,-0.41369781073806605,8.847551440680999,-8.255958090641528,-4.74815503057949,8.669655901379588,-4.09939641010151,-9.904564521785682,-10.445381313168305,-4.094409611567964,13.79960650296096,13.998974133353649,-3.354225189792665,0,0,0,0,0,0
60,61,206,80.0,0.0938,0.6875,0.2188,9.5583,9.5583,9.558,90.0045,90.00399999999999,89.9946,0.1461,1.8387,9.998181988425625,-4.3980623144785085,-0.8152725366072568,10.081655820958279,-9.18290945181837,-5.683593506479764,-2.7113702552201184,2.7558067715136607,6.431158448657019,-0.27376806130865333,-3.7197881934368957,-2.482038710205007,-7.3958453157633315,13.132667203832991,-7.676305931254651,-12.970757501642392,15.072151247017977,-0.16190970219060144,5.995617280151729,-2.1893465485070798,-0.7810417036948576,5.535763962354683,-5.2145755764568715,-3.346417413847604
61,62,33,80.0,0.6562,0.1562,0.1875,10.1456,8.6961,9.3246,90.0037,90.0017,90.001,0.1985,2.673,-2.579969493147346,3.1012393713943376,5.308252569683523,-0.057233109434956575,-2.728283076536177,-3.044006261959379,-2.5010394093157,9.023949125723822,-7.558705042139149,-6.4334761455608875,10.059744451454845,-2.5904729801629363,-9.435079006100201,-12.426707550159772,17.089635757666343,-0.8941908019584883,-7.654556751566143,13.320898352118263,-5.111206070517607,-3.9395181806317767,-1.940387233619947,5.328700286064054,7.051593304137556,-1.3891821054322762
62,63,227,40.0,0.125,0.3125,0.5625,6.2764,6.2748,14.9602,90.0085,89.999,119.9993,0.4402,0.36700000000000005,-7.262385136918649,-2.05375355507211,-1.3658694943135752,3.265464537586761,8.628254631232226,-1.2117109825146508,-1.3897737899274893,1.5713227016672273,-3.233367956113899,-1.2025989966363206,4.623141746041388,-0.36872370503090746,-13.764143587192397,-6.715781720479747,-9.334532038782395,7.632999177757748,23.098675625974785,-0.9172174572779951,-9.64685320319342,-3.5676128414455937,-6.711492271585972,4.021548905886718,16.358345474779387,-0.4539360644411271
63,64,227,40.0,0.625,0.25,0.125,9.7311,5.7047,14.4281,98.1747,99.6,31.4714,0.2328,2.2593,-4.715493143199345,4.231078830361651,-5.437452573428459,-4.035146231027696,10.152945716627807,-0.1959325993339545,-2.5025093259554416,6.598369634388386,11.709943111518804,-2.1150630011029854,-9.207433785563365,-4.483306633285403,-0.20830628401383938,12.522644459615048,-18.1338233765497,-6.368593403671909,18.34212966056355,-6.154051055943134,-2.2890967623911918,0.30907733980812696,-4.55778667939538,-0.24759369872544168,6.846883441786573,-0.06148364108268509
64,65,33,80.0,0.1875,0.8125,0.0,10.1568,8.7257,9.3445,89.9983,90.00200000000001,90.00200000000001,0.0614,2.4345,-9.031353745692888,-7.0492778942376,-2.7409436533818883,10.104615337414092,11.772297399074771,-3.055337443176492,-2.2959788276814743,3.1487041731851453,7.0705536057280955,-0.6588671021282361,-4.774574778046623,-2.489837071056913,-9.50718998396247,-12.434889958623621,17.146614781195993,-0.9370377422351455,-7.639424797233521,13.371927700858771,0,0,0,0,0,0
65,66,12,80.0,0.2188,0.5312,0.25,24.6283,6.2468,6.0884,89.9999,104.4371,90.0001,0.1138,1.6944,28.34995169796218,-0.3254695998662313,-15.648121067733024,-4.534891400411852,-12.701830630229148,4.86036100027808,24.88167737962108,-0.14615535629259488,-11.435047401282635,2.784816035836671,-13.446629978338441,-2.638660679544076,53.512355907097415,-0.2549331937417666,-27.986738685650117,-8.187081868818897,-25.525617221447312,8.442015062560662,21.753960950389857,-0.24143584527323955,-12.128633081174229,-3.0264328472783237,-9.625327869215612,3.2678686925515654
66,67,33,80.0,0.4375,0.125,0.4375,10.5252,8.9931,9.6202,90.0025,90.0003,90.0006,0.2699,1.8454,-3.564089298789722,1.099407801676577,-3.6388765285050586,-1.0918240662636698,7.202965827294781,-0.007583735412904783,-1.477251564812236,7.322016029085604,-8.206321913644658,-4.567927205472433,9.683573478456893,-2.7540888236131704,-10.028779185330984,-12.71143648879944,17.644660192548795,-1.2142020910188855,-7.615881007217818,13.925638579818324,9.138399866236648,-1.8355967042817543,-7.277938743095305,-3.726729374680269,-1.860461123141341,5.562326078962024
67,68,33,80.0,0.3125,0.2812,0.4062,10.549000000000001,9.0167,9.6414,90.0012,90.0002,90.0005,0.2103,1.5678,-2.651047391754819,5.3133790398812435,-4.835850921528014,-4.3713255208043655,7.486898313282833,-0.9420535190768735,-4.537384571096027,-5.056931161832287,-3.7916607804797002,5.368057744211356,8.32904535157573,-0.31112658237906654,-10.078867964901843,-12.729084831174848,17.688871604286117,-1.2422047673458185,-7.610003639384274,13.971289598520663,-7.037664684984403,-5.144940439949024,8.852030075215024,-2.519460661157214,-1.8143653902306198,7.6644011011062325
68,69,194,80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,0.1252,2.7433,-13.771169405974492,5.14636959416332,-14.524207548610805,-5.055863984511283,28.2953769545853,-0.09050560965203815,-16.181614257178296,-5.023113891702307,-13.848747043032988,5.290171681920013,30.030361300211283,-0.2670577902177066,-29.168255634169633,-9.492934058564707,-26.811530813268085,9.763158449952897,55.9797864474377,-0.2702243913881932,0,0,0,0,0,0
69,70,227,40.0,0.6875,0.1875,0.125,9.7089,5.6902,14.4064,98.4826,99.9592,31.4469,0.2712,2.1345,-2.811041707634386,1.167427344291445,8.360522560548604,-0.22982947191685182,-5.54948085291422,-0.9375978723745931,-3.6584655779531237,6.507516503274487,-10.177296289571894,-4.74091942262009,13.835761867525019,-1.7665970806543976,-4.82814454117418,15.225454811399725,-15.568111672169735,-10.67870774359552,20.396256213343914,-4.546747067804211,-0.5994377036947925,4.754339953634554,6.9710640416600045,-2.0567776260276203,-6.371626337965211,-2.697562327606933
70,71,227,40.0,0.5,0.375,0.125,10.0751,5.8346,14.3692,90.796,90.9241,30.3005,0.2728,2.5418,-1.1160386273659781,5.701928256406098,12.069454717442538,-2.4363608253946647,-10.953416090076558,-3.2655674310114318,-1.6298625018995425,7.006292592049995,11.32523070236485,-2.688281770096954,-9.695368200465307,-4.318010821953041,-1.0470899353421521,15.885059041264476,19.211609008326402,-7.275001088785083,-18.164519072984255,-8.610057952479396,-1.2575127762607663,1.4822395459098547,-2.2165875341394985,-1.232431689206594,3.4741003104002646,-0.2498078567032606
71,72,33,80.0,0.625,0.2812,0.0938,10.0562,8.6299,9.257,90.00299999999999,90.00200000000001,90.0013,0.1432,2.9752,-3.0519996897667028,4.719704657352273,-4.769244172403256,-4.075973710604506,7.821243862169957,-0.6437309467477671,9.364189003115683,-4.296918576804556,-0.7766752710629944,9.875636956681383,-8.587513732052694,-5.578718379876822,-9.30519264273966,-12.35857681292476,16.965532827631506,-0.8254747125473556,-7.66034018489184,13.184051525472109,-1.9491445005148686,1.276511806750768,4.366569075901132,-0.08811403358640016,-2.4174245753862635,-1.188397773164365
72,73,33,80.0,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,90.0001,89.9982,90.0002,0.2677,1.0205,-2.0530019768884054,4.857100101428405,8.394042201623321,-1.413458737854627,-6.341040224734921,-3.4436413635737795,-5.756803134151629,-2.98770894882207,-1.7642465827897436,4.272384908761822,7.521049716941375,-1.2846759599397501,-10.64809310389526,-12.996071390496477,18.215795994061803,-1.5526585940860533,-7.567702890166539,14.548729984582526,9.882723118634763,-0.9118910407083067,-4.089414532332347,8.389508040294325,-5.793308586302417,-7.477616999586016
73,74,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0442,4.2309,-6.520681681133174,-1.1233977522767333,-4.926379649317767,1.2327843693723524,11.447061330450943,-0.1093866170956172,-5.218000028634156,2.6758112832193905,-5.449998780077686,-2.6372962708311776,10.667998808711845,-0.0385150123882125,-11.912297682878886,-4.35592602659135,-6.468266304882219,5.310248531502827,18.3805639877611,-0.9543225049114817,0,0,0,0,0,0
74,75,206,80.0,0.4688,0.2188,0.3125,9.4843,9.484,9.4841,90.0023,90.0028,89.9978,0.2292,2.3414,-1.4916988900801849,3.9117020303913494,5.2702005529680305,-0.9885717129492453,-3.7785016628878436,-2.9231303174420997,8.812130826336443,-2.671963395197249,-6.839079986253919,-5.922202633310927,-1.9730508400825244,8.594166028508184,-10.254050061472107,-10.886800890427796,-4.301782015196835,14.323140013212507,14.55583207666894,-3.436339122784709,-7.0713746529333035,-4.469352992255214,-0.7061206367463773,7.822706954814225,7.777495289679682,-3.35335396255901
75,76,33,80.0,0.0625,0.75,0.1875,10.4232,8.9329,9.5513,89.9978,90.0009,90.001,0.1649,1.6372,-3.239706966208804,9.452949946767074,-9.214273041892712,-6.846497366728202,12.453980008101517,-2.6064525800388707,-0.5135264283416967,1.2730744792409292,-3.0099282988214053,-0.7866334580124013,3.5234547271631023,-0.48644102122852884,-9.919914609018502,-12.635553865817725,17.533633871650807,-1.158772271926892,-7.613719262632303,13.794326137744617,7.224290528725052,-0.42017095584817493,-4.807785232926789,-1.6939808400647922,-2.416505295798265,2.114151795912969
76,77,194,80.0,0.875,0.0938,0.0312,6.1329,6.1325,23.4812,90.0105,90.0024,120.0048,0.2143,3.6242,-3.832421579592249,1.6614066152749305,-4.633812045084049,-1.5597706779392495,8.466233624676295,-0.10163593733568194,-20.335265207060083,-6.798636334449749,-18.018874005996842,7.077995206453868,38.35413921305691,-0.27935887200412246,-29.569839312539745,-9.249770613073633,-26.105930098734728,9.641549774477424,55.675769411274466,-0.39177916140379837,0,0,0,0,0,0
77,78,12,80.0,0.0,0.4062,0.5938,24.765,6.5014,6.486000000000001,90.0003,105.241,90.0,0.0824,1.1499,32.477496530341945,-0.10363939397040547,-16.779018778213015,-4.620767428575663,-15.698477752128927,4.724406822546066,0.0,0.0,0.0,0.0,0.0,0.0,53.20981132658948,-0.28413864703767766,-27.898654552523684,-8.622554896841644,-25.31115677406581,8.906693543879319,28.631278044145482,-0.23288781714848936,-15.299502762746469,-4.966482392764885,-13.331775281399016,5.199370209913375
78,79,194,80.0,0.3125,0.6562,0.0312,6.3051,6.3051,23.9038,90.0137,90.0015,119.9979,0.2527,1.3415,-16.61440025231916,-6.004189070717224,-13.739590671364818,6.395649678859281,30.353990923683973,-0.39146060814205874,-13.362403992011966,3.3494839707825665,-14.486661278789374,-3.2605358867881784,27.849065270801336,-0.0889480839943875,-29.08273418985882,-9.613830310626792,-27.089384952035054,9.843993355731472,56.172119141893866,-0.2301630451046893,0,0,0,0,0,0
79,80,12,80.0,0.3125,0.375,0.3125,24.5144,6.2551,6.1334,89.9999,104.6359,90.0001,0.1756,1.6822,26.927363281715614,-0.10079699091527335,-13.963641665792812,-4.0212228193147315,-12.96372161592279,4.122019810230006,17.707105914476276,-0.4408463890029673,-10.64168605316556,-3.053709637054281,-7.065419861310705,3.4945560260572432,53.107551759410754,-0.26916096675662426,-27.837181571857943,-8.21886538785587,-25.270370187552786,8.488026354612499,28.788526277455293,-0.0018430364543495868,-14.40497209069436,-3.7150095711047757,-14.383554186760936,3.7168526075591255
80,81,33,80.0,0.5,0.1562,0.3438,10.392000000000001,8.8895,9.5168,90.0028,90.0008,90.0007,0.2614,2.0137,-0.16987924773583507,3.369643816934963,-4.453531046454916,-1.779418623694997,4.623410294190751,-1.5902251932399647,-0.12211287205804881,8.530178064589176,9.208212080803989,-4.1796817825096335,-9.086099208745942,-4.350496282079544,-9.821933491457907,-12.612318380405851,17.451657831225283,-1.1023650765760908,-7.629724339767365,13.714683456981941,8.013685374047732,-2.07839469432576,-1.5705824795670273,6.166605673386947,-6.443102894480703,-4.088210979061189
81,82,12,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0215,2.5838,7.425748350180444,-0.17515780257070454,-4.037728784086268,-2.915328539708816,-3.388019566094175,3.09048634227952,6.672093802955284,-0.3316608494815923,-5.225556548017128,-0.7125213883453733,-1.4465372549381583,1.0441822378269656,12.396571487818125,-0.9057259327001401,-8.23572390307705,-3.6802304318097145,-4.160847584741078,4.585956364509853,0,0,0,0,0,0
82,83,194,80.0,0.2188,0.3438,0.4375,6.6354,6.6351,24.4969,90.0091,90.0025,119.991,0.28,0.9661,-11.885735277986992,4.53869338009254,-12.910230888051318,-4.415374885876256,24.79596616603831,-0.12331849421628288,-14.338890109739351,-4.241930000314298,-12.542670536318726,4.435197883215988,26.88156064605809,-0.19326788290168817,-29.29551465535266,-10.164918539647049,-28.023970621095604,10.316367076525074,57.31948527644829,-0.15144853687802712,-10.371466343929361,4.627768781658795,-10.77761457831042,-4.568897667992738,21.14908092223978,-0.05887111366605817
83,84,206,80.0,0.0,0.5938,0.4062,9.7639,9.7639,9.7636,90.0036,90.0031,89.9953,0.1319,1.4285,-3.7174134833893726,6.9556319177223465,-7.0548414926835035,-5.6534613244778775,10.77225497607288,-1.302170593244467,0.0,0.0,0.0,0.0,0.0,0.0,-7.1165917716364335,13.652701220195159,-8.266213936025942,-12.98901840530465,15.382805707662378,-0.6636828148905111,10.63715749704585,-2.6930528778266485,-8.645160657651523,-5.112001050828827,-1.991996839394325,7.805053928655475
84,85,227,40.0,0.875,0.0,0.125,9.7273,5.645,13.9226,90.9296,91.07700000000001,30.5048,0.2665,2.34,0.0,0.0,0.0,0.0,0.0,0.0,-2.5254865854903428,8.477225761390095,15.516716110960099,-3.112131150885371,-12.991229525469755,-5.365094610504727,-0.9242448503657271,15.38710065263487,18.625753285125725,-7.106328174125651,-17.701508434759983,-8.280772478509217,-1.7459619929979397,1.4861089707033932,-4.935808321403536,-1.0780670376624675,6.681770314401473,-0.40804193304092595
85,86,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.1104,3.4371,8.114783239255825,-3.297501697561139,-7.310974871459184,-4.519489542423306,-0.8038083677966448,7.816991239984444,-4.1921615803202155,8.166782850367172,-5.737967329022722,-7.361052550626588,9.930128909342939,-0.8057302997405796,-9.355511639671791,-11.021192184511431,-4.8676748951772915,13.612029242078279,14.223186534849088,-2.590837057566853,0,0,0,0,0,0
86,87,12,80.0,0.3438,0.3438,0.3125,24.4819,6.2462,6.127000000000001,89.9998,104.6466,90.0001,0.1801,1.7088,18.25979884951377,-0.22223765997226178,-8.4140606444005,4.3627901691595685,-9.845738205113266,-4.140552509187307,25.561921252794352,-0.28186702648944745,-14.283728443055796,-3.4549626666303466,-11.278192809738561,3.736829693119794,53.02589665262481,-0.2712497771030892,-27.805868694653743,-8.207848731270841,-25.220027957971066,8.479098508373934,29.578689688763784,-0.09212261678232286,-15.426716842250606,-3.160307543981682,-14.151972846513164,3.252430160764004
87,88,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0702,3.4502,-6.790085809648905,-2.1886418691561595,-6.383233604466251,2.2341741145357643,13.173319414115156,-0.04553224537960313,-5.034975856241325,-1.8789810439056382,-3.6588435271321504,2.088306480779881,8.693819383373473,-0.20932543687424368,-12.040521482265987,-4.402743059899878,-6.499198982635141,5.377106958830725,18.539720464901134,-0.9743638989308396,0,0,0,0,0,0
88,89,227,40.0,0.5,0.5,0.0,10.0117,5.7519,14.1982,93.9475,93.3283,30.1185,0.1357,2.3551,-5.081728970973097,5.8032367669801515,12.737027479602297,-0.7323849850147098,-7.655298508629197,-5.070851781965441,-2.549342946210558,4.970643569675255,-10.245913031195633,-3.310271798294914,12.795255977406194,-1.6603717713803379,-0.19689010553996716,16.094372428396856,18.407242809605727,-7.917378837106578,-18.21035270406575,-8.176993591290278,0,0,0,0,0,0
89,90,194,80.0,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,90.0101,90.0038,119.9946,0.2867,1.8095,-13.302258778862319,5.65162662482132,-15.736912980669574,-5.344325158223619,29.039171759531886,-0.3073014665977061,-12.766435381793741,-4.067865094661254,-10.887062637602337,4.289200088666482,23.653498019396075,-0.22133499400522846,-29.19142410646369,-9.859701081719823,-27.499522398833644,10.057842810991803,56.69094650529734,-0.198141729271984,-10.69042734431596,-2.2711296686185944,-7.830918959463888,2.5175720243563924,18.521346303779843,-0.24644235573779982
